Search_Keyword_for_Job,URL,Position,Company,job_loc,salary_range,job_type,job_desc,DATE,DEG,DOMAIN,EMAIL,EXP,HARD SKILLS,LOC,ORG,PER,PHONE,PROJECT,ROLE,SOFT SKILLS,UNI
Data Engineer,https://indeed.com/viewjob?jk=997e205f89314e44,Senior Data Engineer,Providence,Remote,Full-time,Day shift,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=b2fcf701492b9d04,Data /Software Engineers,Ars Quanta,,Estimated $118K - $149K a year,Full-time,"We are looking for a Data Engineer to help us with implementing new data capabilities at our clients. This is contract, and part-time or full-time, remote, and potentially contract to hire.",,,,,,,,,,,,Data Engineer,,
Data Engineer,https://indeed.com/viewjob?jk=1b756368eda9a4c9,principal data engineer- Enterprise Analytics,Starbucks,,,Full-time,  ,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=b405075d5828200e,Data Engineer,ScienceSoft USA Corporation,,,Full-time,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=c34105417ab0b235,Model-e Data Engineer,Ford Motor Company,,,Full-time,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=40f41eab0b14ef64,Sr. Data Engineer,Rivian,,"$163,000 - $188,000 a year",Full-time,"   Rivian is on a mission to keep the world adventurous forever. This goes for the emissions-free Electric Adventure Vehicles we build, and the curious, courageous souls we seek to attract.    As a company, we constantly challenge what’s possible, never simply accepting what has always been done. We reframe old problems, seek new solutions and operate comfortably in areas that are unknown. Our backgrounds are diverse, but our team shares a love of the outdoors and a desire to protect it for future generations.    The goal of the Rivian Enterprise Data Services team is to enable timely, effective and safe sharing of data to multiple engineering, operations and business teams at Rivian for building world class data products    This is Data Engineer position is on the Rivian Enterprise Data Services team       Salary Range/Hourly Rate for California Based Applicants: 163K- 188K/ year (actual compensation will be determined based on experience, location, and other factors permitted by law).      Benefits Summary: Rivian provides robust medical/Rx, dental and vision insurance packages for full-time employees, their spouse or domestic partner, and children up to age 26. Coverage is effective on the first day of employment, and Rivian covers most of the premiums.    Rivian is an equal opportunity employer and complies with all applicable federal, state, and local fair employment practices laws. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, ancestry, sex, sexual orientation, gender, gender expression, gender identity, genetic information or characteristics, physical or mental disability, marital/domestic partner status, age, military/veteran status, medical condition, or any other characteristic protected by law.    Rivian is committed to ensuring that our hiring process is accessible for persons with disabilities. If you have a disability or limitation, such as those covered by the Americans with Disabilities Act, that requires accommodations to assist you in the search and application process, please email us at candidateaccommodations@rivian.com.    Rivian may collect, use and disclose your personal information or personal data (within the meaning of the applicable data protection laws) when you apply for employment and/or participate in our recruitment processes (“Candidate Personal Data”). This data includes contact, demographic, communications, educational, professional, employment, social media/website, network/device, recruiting system usage/interaction, security and preference information. Rivian may use your Candidate Personal Data for the purposes of (i) tracking interactions with our recruiting system; (ii) carrying out, analyzing and improving our application and recruitment process, including assessing you and your application and conducting employment, background and reference checks; (iii) establishing an employment relationship or entering into an employment contract with you; (iv) complying with our legal, regulatory and corporate governance obligations; (v) recordkeeping; (vi) ensuring network and information security and preventing fraud; and (vii) as otherwise required or permitted by applicable law.    Rivian may share your Candidate Personal Data with (i) internal personnel who have a need to know such information in order to perform their duties, including individuals on our People Team, Finance, Legal, and the team(s) with the position(s) for which you are applying; (ii) Rivian affiliates; and (iii) Rivian’s service providers, including providers of background checks, staffing services, and cloud services.    Rivian may transfer or store internationally your Candidate Personal Data, including to or in the United States, Canada, the United Kingdom, and the European Union and in the cloud, and this data may be subject to the laws and accessible to the courts, law enforcement and national security authorities of such jurisdictions.    ",,,,candidateaccommodations@rivian.com,,,"California, United States,, Canada, the United Kingdom, European Union","Rivian, Rivian",,,,Data Engineer,seek new solutions,
Data Engineer,https://indeed.com/viewjob?jk=347e79c7e560a93b,Senior Data Engineer,Omnidian,Remote,"$125,000 - $155,000 a year",Full-time,                                                   ,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=f09ba7df055ebb92,"Engineer IV, Data Engineering – 6 Month Contract",Pyramid Technology Services,,Estimated $117K - $148K a year,Contract,"We are searching for an Engineer to join our dedicated and talented team. At TSP, we share a passion for providing an entirely positive, above and beyond service experience for every customer in the TSP family. The best and the brightest work with us, and we strive for every employee to have a sense of belonging. As a minority-owned business, we believe our diverse backgrounds and viewpoints make us stronger. Our people work in and support the technology environments of some of the world’s largest and most well-known brands. The Engineer IV, Data is an experienced professional who participates in creating and extending medical product optimizations. This person can apply best practices to take data from multiple sources, build and manage a pipeline to serve advanced analytics including dashboards, reporting, and even ML. This person applies their practical and theoretical knowledge from Data Science or a related field. This person works as part of a team to design and develop new products as well as maintain client's current portfolio. TSP is an award-winning, customer-endorsed, and minority-owned IT solutions company. Throughout the United States and Canada, we create custom, flexible, and flawlessly executed IT services and workforce solutions that amplify our customers’ teams and simplify their service. We create great customer experiences by saving our customers time and money. We’re driven by integrity — we do what we say we’re going to do — exceeding expectations. Our value-based pricing focuses on our customers’ business objectives, making their success our top priority. We don’t manufacture devices or sell software — our product is our people. We are an equal opportunity employer and welcome applications from all qualified persons without regard to race, color, religion, sex, sexual orientation, gender identity or expression, pregnancy, age, national origin, disability status, genetic information, protected veteran status, or any other characteristic protected by law.",,,"ML, Data Science, IT, IT",,,,United States and Canada,"TSP, TSP",,,,Engineer,driven by integrity,
Data Engineer,https://indeed.com/viewjob?jk=401404030b71c3a2,"Data Engineer, Experimentation & Evaluation-TikTok Data Platform",TikTok,,"$136,000 - $280,000 a year",,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.  Why Join Us At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.  Team Introduction Our mission in experimentation and evaluation team is to build the next-gen A/B testing platform, that empowers the company to make data-driven decision for the products. The supported scenarios include recommendation, push, ads, search, mobile app, UI interaction and service upgrades etc. Our platform's capabilities cover the entire experiment life cycle, from experiment design, experiment creation, metrics calculation, statistical analysis to final evaluation and launch. In the process of rapid iteration, we provide reliable services for businesses to make bold hypotheses and cautious verification.  As a data engineer in experimentation and evaluation team, you will have the opportunity to build, optimize and grow one of the largest data platforms in the world. You'll have the opportunity to gain hands-on experience on all kinds of systems in the data platform ecosystem. Your work will have a direct and huge impact on the company's core products as well as hundreds of millions of users.   Qualifications  Preferred Qualifications  TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.  TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at dennis.chau@tiktok.com. Job Information The base salary range for this position in the selected city is $136000 - $280000 annually.  ​  Compensation may vary outside of this range depending on a number of factors, including a candidate’s qualifications, skills, competencies and experience, and location. Base pay is one part of the Total Package that is provided to compensate and recognize employees for their work, and this role may be eligible for additional discretionary bonuses/incentives, and restricted stock units.  ​  At ByteDance/TikTok our benefits are designed to convey company culture and values, to create an efficient and inspiring work environment, and to support ByteDancers to give their best in both work and life. We offer the following benefits to eligible employees:  ​  We cover 100% premium coverage for employee medical insurance, approximately 75% premium coverage for dependents and offer a Health Savings Account(HSA) with a company match. As well as Dental, Vision, Short/Long term Disability, Basic Life, Voluntary Life and AD&D insurance plans. In addition to Flexible Spending Account(FSA) Options like Health Care, Limited Purpose and Dependent Care.  ​   10 paid holidays per year plus 17 days of Paid Personal Time Off(PPTO) (prorated upon hire and increased by tenure) and 10 paid sick days per year as well as 12 weeks of paid Parental leave and 8 weeks of paid Supplemental Disability.  ​  We also provide generous benefits like mental and emotional health benefits through our EAP and Lyra. A 401K company match, gym and cellphone service reimbursements. The Company reserves the right to modify or change these benefits programs at any time, with or without notice.",,,,dennis.chau@tiktok.com,"17 days, 12 weeks, 8 weeks","TikTok, A/B testing","Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo","TikTok, TikTok, TikTok, TikTok, TikTok, TikTok, ByteDance, TikTok",,,,data engineer,"humble, intelligent, compassionate, creative, lead with curiosity",
Data Engineer,https://indeed.com/viewjob?jk=f4e36caed05e47dc,Data Engineer Scientist,EX2 Outcoding,,,Full-time," We are looking for an experienced data engineer to join our team. You will use various methods to transform raw data into valuable data systems. For example, you’ll create algorithms and conduct statistical analysis. You’ll strive for efficiency by aligning data systems with business goals. To succeed in this data engineering position, you should have strong analytical skills and the ability to combine data from different sources. Data engineer skills include familiarity with several programming languages and learning machine methods.  : EX² Outcoding is a premier solution provider of a broad range of outsourcing services, combining proven expertise in technology and project execution for companies searching for high-quality software development solutions. We specialize in delivering the best technical solution but also in enhancing that solution creatively by working closely with stakeholders to understand the business context. #LI-REMOTE",,,"data engineering, Data engineer",,,learning machine methods,,,,,,data engineer,,
Data Engineer,https://indeed.com/viewjob?jk=2d04ee56da0b56cc,Sr Data Engineer - IDF TechOps SSR & Crew Analytics,Southwest Airlines,,"From $137,250 a year",Full-time," Technology  Our Company Promise  We are committed to provide our Employees a stable work environment with equal opportunity for learning and personal growth. Creativity and innovation are encouraged for improving the effectiveness of Southwest Airlines. Above all, Employees will be provided the same concern, respect, and caring attitude within the organization that they are expected to share externally with every Southwest Customer.   The People of Southwest Airlines come together to deliver on our Purpose, which is to connect People to what’s important in their lives through friendly, reliable, and low-cost air travel.   IDF (Integrated Data Foundation) TechOps, SSR & Crew Analytics - These pods perform data engineering work, building data pipelines for business customers within the Technical Operations (Tech Ops), Safety & Regulatory (SSR) & Crew Analytics portfolios. The pod's source from both on-prem & Cloud-based Operational & analytical/reporting systems. We work in partnership with other IDF teams (Data Engineering Common Platform, Data Warehouse Common Platform, Enterprise Data Governance & Data Science Common Platform) to create integrated data products and solutions for operational and analytical data requirements.   This role is offered as a remote workplace position, which may require travel for trainings , meetings, conferences, etc. Outside of those required visits, the majority of your working time may be spent in a remote location, away from our Corporate Campus. Please note, while this is a remote position, there is limited group of states or localities ineligible for Employees to regularly perform their work off-site. Those ineligible locations are: Alaska, Delaware, New Jersey, North Dakota, South Dakota, Vermont, West Virginia, and Wyoming.  Southwest Airlines is an Equal Opportunity Employer. We continue to look for opportunities to reflect the communities we serve, and welcome applicants with diverse thoughts, backgrounds, and experiences.  Job Summary  Work on complex problems, where analysis of situations or data requires an in-depth evaluation of multiple factors. Lead and/or provide expertise to functional project teams and participate in cross-functional initiatives. Provide direction and guidance to process improvements, including helping to establish/advise on policies. Work with a number of external vendors, helping to provide them with effective solutions and insights. Use independent judgment within broadly defined policies and practices, including determining the best method for accomplishing work.  Responsibilities  Assemble large, complex sets of data that meet non-functional and functional business requirements  Identify, design and implement internal process improvements including re-designing infrastructure for greater scalability, optimizing data delivery, and automating manual processes  Build required infrastructure for optimal extraction, transformation and loading of data from various data sources using AWS and SQL technologies, (Cloud and On-Prem technologies).  Build analytical tools to utilize the data pipeline, providing actionable insight into key business performance metrics including operational efficiency and customer acquisition  Work with stakeholders including data, design, product and executive teams and assisting them with data-related technical issues  Work with stakeholders including the Executive, Product, Data and Design teams to support their data infrastructure needs while assisting with data-related technical issues  Generate or adapt equipment and technology to serve user needs  May perform other job duties as directed by Employee's Leaders  Knowledge, Skills and Abilities  Knowledge of the practical application of engineering science and technology, including applying principles, techniques, procedures, and equipment to the design and production of various goods and services  Knowledge of design techniques, tools, and principles involved in production of precision technical plans, blueprints, drawings, and models  Ability to use logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions or approaches to problems  Ability to understand the implications of new information for both current and future problem-solving and decision-making  Skilled in identifying complex problems and reviewing related information to develop and evaluate options and implement solutions  Ability to tell when something is wrong or is likely to go wrong. It does not involve solving the problem, only recognizing there is a problem  Ability to combine pieces of information to form general rules or conclusions (includes finding a relationship among seemingly unrelated events)  Ability to shift back and forth between two or more activities or sources of information (such as speech, sounds, touch, or other sources)  Ability to arrange things or actions in a certain order or pattern according to a specific rule or set of rules (e.g., patterns of numbers, letters, words, pictures, mathematical operations)  Ability to identify or detect a known pattern (a figure, object, word, or sound) that is hidden in other distracting material  Education   High School Diploma or GED   Bachelor's Degree in Business, Engineering, Computer Science, Information Systems, Cybersecurity, or related field; or equivalent formal training  Experience   Advanced level experience, seasoned and specialized knowledge in:  Cloud infrastructure, DataLake  ETL experience ensuring source to target data integrity  Various filetypes (Delimited Text, Fixed Width, XML, JSON, Parque)  ServiceBus, setting up ingress and egress within a subscription, or relevant AWS Cloud services administrative experience  Unit Testing, Code Quality tools, CI/CD Technologies, Security and Container Technologies  Agile development experience and Agile ceremonies and practices   AWS Redshift  Spark/PySpark  AWS Storage models (S3 and DynamoDB)  Developing with on-prem ETL tooling (Ab Initio preferred)  AWS GLUE, Hudi, Data brew, experience extracting data from multiple sources, working with AWS Glue Studio.  AWS Elastic search, RDS, PostgreSQL  AWS services such as Lambda, EMR, SNS/SQS, EventBridge, LakeFormation & Athena  Implementing DevOps practices (working with Gitlab, building CI/CD pipelines)  Requirements Analysis, Data Analysis, Application Design, Application Development & Integration Testing  Developing Ab Initio graphs for extraction, transformation, cleansing and loading into Data Warehouse systems (Teradata, Oracle)  Licensing/Certification   AWS Architecture, Data Analytics and/or Development path-related certifications  Physical Abilities  Ability to perform work duties from [limited space work station/desk/office area] for extended periods of time  Ability to communicate and interact with others in the English language to meet the demands of the job  Ability to use a computer and other office productivity tools with sufficient speed and accuracy to meet the demands of the job  Other Qualifications  Must maintain a well-groomed appearance per Company appearance standards as described in established guidelines  Must be a U.S. citizen or have authorization to work in the United States as defined by the Immigration Reform Act of 1986  Must be at least 18 years of age  Must be able to comply with Company attendance standards as described in established guidelines  Pay & Benefits  C ompetitive market salary from $137,250 per year to $152,500 per year* depending on qualifications and experience. For eligible Leadership and individual contributor roles, additional bonus opportunities are available and awarded at the discretion of the company.   F ly for free, as a privilege, on any open seat on all Southwest flights (your eligible dependents too)  U p to a 9.3% 401(k) Company match, dollar for dollar, per paycheck *  P otential for annual ProfitSharing contribution toward retirement - when Southwest profits, you profit**   https://careers.southwestair.com/benefits   **401(k) match contributions are subject to the plan’s vesting schedule and applicable IRS limits  ***ProfitSharing contributions are subject to plan’s vesting schedule and are made at the discretion of the Company.  Southwest Airlines is an Equal Opportunity Employer. Please print/save this job description because it won't be available after you apply.",1986,"High School Diploma or GED, Bachelor's Degree in Business, Engineering, Computer Science, Information Systems, Cybersecurity","data engineering, Data Science, Data Analysis, Data Analytics",,,"TechOps, SSR, Data Engineering, Data Warehouse, AWS, SQL, Cloud infrastructure, DataLake, ETL, XML, JSON, Parque, ServiceBus, AWS, CI/CD Technologies, Agile, Agile, AWS Redshift, Spark, PySpark, AWS Storage models, S3, DynamoDB, ETL tooling, AWS GLUE, Hudi, Data brew, AWS Glue Studio, AWS Elastic search, RDS, PostgreSQL, AWS, Lambda, EMR, SNS, SQS, EventBridge, LakeFormation, Athena, DevOps, Gitlab, Application Design, Application Development, Data Warehouse, Teradata, Oracle, AWS Architecture","Alaska, Delaware, New Jersey, North Dakota, South Dakota, Vermont, West Virginia, and Wyoming, United States","Southwest Airlines, Southwest Airlines",,,,,"Creativity, caring attitude, guidance, Ability to communicate and interact with others in the English language",
Data Engineer,https://indeed.com/viewjob?jk=aa59262339f26330,"Data Engineer, Data Engineering",PepsiCo,,"$130,562 - $190,000 a year",Full-time," Job Title: Data Engineer, Data Engineering Employer: PepsiCo, Inc. Location: 7701 Legacy Dr., Plano, TX 75024 Duties: Be a key technical expert developing and overseeing PepsiCo's data product build & operations and drive a strong vision for how data engineering can proactively create a positive impact on the business. Be a member of a team of data engineers who build data pipelines into various source systems, rest data on the PepsiCo Data Lake, and enable exploration and access for analytics, visualization, machine learning, and product development efforts across the company. Lead the development of very large and complex data applications. Responsible for day to day data collection, transportation, maintenance/ curation and access to the PepsiCo corporate data asset. Work cross-functionally across the enterprise to centralize data and standardize it for use by business, data science, or other stakeholders. Increase awareness about available data and democratize access to it across the company. Job Requirements: Position requires a Bachelor’s (U.S. or foreign equivalent) degree in Computer Science, Mathematics, Physics, or other technical field and four (4) years of experience in job offered or related role. The company will also accept a Master’s (U.S. or foreign equivalent) degree in Computer Science, Mathematics, Physics, or other technical field and two (2) years of experience in job offered or related role. Must have two (2) years of experience with: programming with Python, Spark, and Scala; optimizing SQL and tuning performance; working with data flows involving complex dependencies across various systems and orchestration of data pipelines to manage them; designing and working in cloud environment and on-premises technologies; version control systems including GitHub and continuous integration and continuous deployment tools; agile development, including DevOps and DataOps concepts; working on all stages of Data Product development; and working cross functionally across the enterprise and influencing and educating stakeholders on the role of data and its purpose in the business. Estimated salary: $130,562.00 - $190,000.00/year All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status. ",,"Bachelor’s (U.S. or foreign equivalent) degree in Computer Science, Mathematics, Physics, Master’s (U.S.","data engineering, machine learning, data science",,"four (4) years, two (2), two (2) years","analytics, visualization, Python, Spark, Scala, SQL, GitHub, agile development, DevOps, DataOps","7701 Legacy Dr., Plano, TX 75024","PepsiCo, Inc.",,,,"Data Engineer, key technical expert, data engineers",overseeing,
Data Engineer,https://indeed.com/viewjob?jk=e8448f83c885bf9f,Data Engineer,CONAGRA,Hybrid remote,Estimated $87.4K - $111K a year,Full-time,"Conagra Brands is on a journey to expand and integrate best-in-class Analytics solutions across the enterprise using a continuous delivery framework. Come help deliver our Enterprise Data and Analytics ambitions in a Data Engineer capacity! The Enterprise Data and Analytics team is accountable for building, shaping, and maintaining analytics across the enterprise, with an initial focus in Supply Chain business domain. This team works with exciting cutting-edge cloud-based technologies like Databricks, Snowflake, Azure cloud stack and other world class tools to deliver solutions. You will use your skills as to demonstrate how to turn this data into concrete value-add for the business. We are looking for a technologically savvy, creative professional to drive new age technologies that enable our digital transformation. Reporting to the Director of Advance Analytics, as the Data Engineer, you will be responsible for delivering all aspects of data product development activities. You will first work with solution architect, senior data engineers, data scientists, and business analysts to understand data requirements and priorities. These priorities will then be broken down to workable chunks by the Sr. Data Engineer and assigned to themselves and other data engineering members on the team for delivery. #LI-MC1 #LI-Hybrid #LI-Associate We care about your total well-being and will support you with the following, subject to your location and role: Conagra Brands is one of North America's leading branded food companies. We have a rich heritage of making great food, and a team that’s passionate about innovation and growth. Conagra offers choices for every occasion through iconic brands, such as Birds Eye®, Marie Callender's®, Banquet®, Healthy Choice®, Slim Jim®, Reddi-wip®, and Vlasic®, and emerging brands, including Angie's® BOOMCHICKAPOP®, Duke's®, Earth Balance®, Gardein®, and Frontera®. We pride ourselves on having the most impactful, energized and inclusive culture in the food industry. For more information, visit . Conagra Brands is an equal opportunity employer and considers qualified applicants for employment without regard to sex, race, color, religion, ethnic or national origin, gender, sexual orientation, gender identity or expression, age, pregnancy, leave status, disability, veteran status, genetic information and/or any other characteristic or status protected by national, federal, state or local law.",,,"data scientists, data engineering",,,"Databricks, Snowflake, Azure cloud stack, Slim Jim, Reddi-wip",,"Conagra Brands, Conagra Brands, Conagra, Conagra Brands",,,,"Data Engineer, Director, Data Engineer, solution architect, senior data engineers, business analysts, Sr. Data Engineer",creative,
Data Engineer,https://indeed.com/viewjob?jk=878ab1a93f95c80c,Senior Data Engineer,MGIC,Hybrid remote,Estimated $106K - $134K a year,Full-time,"  Why work at MGIC?      Are you someone who wants to play a critical role in our company’s success? Do you enjoy solving puzzles and finding a better way to get things done? Are you someone who likes to Take The Lead and make an impact? If so, then imagine yourself at MGIC. At MGIC we are a team of dedicated professionals on a fearless mission. A team that fosters a culture of career development and continuous learning opportunities to help you rise to new heights. We are passionate about providing outstanding customer service and making a difference in our community. #WeAreMGIC    This position is based in Milwaukee, WI. Hybrid environment (3 days in the office, and 2 days remote).    How will you make an impact?    We are currently looking for a Senior Data Engineer to deliver high quality, maintainable and scalable data solutions. The Senior Data Engineer will partner with solution architects and other data engineers to develop our enterprise analytics data platform through new and updated data pipelines leveraging shared components and aligning to standards and best practices. This role is focused on collecting data from internal and external sources and transforming it into usable information for the business including data scientists and data analysts.    Do you have what it takes?    You might be a good fit if you like to:    #LI-NV1 #LI-Hybrid    Enjoy these benefits from day one:            For additional information about MGIC and to apply, please visit our website at www.mgic.com/careers. ",,,,,2 days,,"Milwaukee, WI","MGIC, MGIC, MGIC",,,,"Senior Data Engineer, Senior Data Engineer, solution architects, data engineers, data scientists, data analysts",,
Data Engineer,https://indeed.com/viewjob?jk=ba502b7fffce8bbc,Principal Data Engineer,Safeway,,"$147,000 - $206,000 a year",Full-time,"Albertsons is one of the largest retail employers, providing approximately 300,000 jobs across 2,200 stores, 22 distribution centers, 20 food and beverage plants and various support offices. We operate in 34 states and the District of Columbia under the Albertsons banner, as well as Safeway, Tom Thumb, Jewel Osco, Shaw’s, and many more recognizable names. We hold a #1 or #2 position by market share in 68% of the 121 metropolitan statistical areas in which we operate. This role is within Inventory management team under Supply chain technology group. Our team strives to achieve adaptive, resilient, and efficient inventory flow with the help of modern technologies and data. Many thousands of items (SKUs) move through Albertsons’s vast supply chain network on daily basis, which makes this position both important and fascinating. In this role, you are empowered to build large scale, high-performance data pipelines in a cloud environment that will be a game changer for the entire enterprise. You will have an opportunity to become proficient in supply chain data models at Albertsons and use that knowledge to make a direct and significant impact on business for many years to come. Your following traits will set you apart for this role. *The salary range is $147,000 to $206,000 annually. Starting salary will vary based on criteria such as location, experience, and qualifications. There may be flexibility for exceptional candidates.* Albertsons Culture Principles ",,,,,,,34 states and the District of Columbia,"Albertsons, Albertsons, Safeway, Jewel Osco, Shaw’s, Albertsons",,,,,,
Data Engineer,https://indeed.com/viewjob?jk=99813712130e9132,Senior Data Engineer - ETL and Data Warehousing,MaineHealth,Hybrid remote,,,"The Sr. Data Engineer will be responsible for primary support of the ETL and data warehousing needs for the executive summary dashboards, underlying data sources and DataMart's related to the current and expected dashboard needs to support Maine Health strategic goals in this area.Will lead and mentor core Data Engineers to identify, design, test, and develop data load processes and data warehouse architecture solutions that support the organizations business needs. Maintain and support systems raw data, metadata and other data assets. Create and implement various data load processes used in populating various Databases (relational/dimensional) and Data Warehouses. Ultimately, transforming data into a variety of formats that is easily analyzed and utilized throughout the organization. ",,,Data Engineers,,,"ETL, data warehouse, Data Warehouses",,,,,,Sr. Data Engineer,,
Data Engineer,https://indeed.com/viewjob?jk=e0a6dddb03b6faac,Sr Data Engineer,Lowe's,,"$72,800 - $170,000 a year",Full-time," About Lowe's Lowe's Companies, Inc. (NYSE: LOW) is a FORTUNE® 50 home improvement company serving approximately 17 million customer transactions a week in the U.S. With total fiscal year 2022 sales of over $97 billion, approximately $92 billion of sales were generated in the U.S., where Lowe's operates over 1,700 home improvement stores and employs approximately 300,000 associates. Based in Mooresville, N.C., Lowe's supports the communities it serves through programs focused on creating safe, affordable housing and helping to develop the next generation of skilled trade experts. For more information, visit Lowes.com. ",2022,,,,,,"the U.S., the U.S., Mooresville, N.C.","Lowe's Lowe's Companies, Inc.",,,,,,
Data Engineer,https://indeed.com/viewjob?jk=b667bebbdfe62217,Data Engineer,USC,Hybrid remote,"$96,739 - $110,000 a year",,"The University of Southern California, founded in 1880, is located in the heart of downtown and is the largest private employer in the City of Los Angeles. As an employee of USC, you will be a part of a world-class research university and a member of the “Trojan Family.” USC University Advancement is seeking a collaborative  to design, build, and launch new data models to provide intuitive analytics to customers. Reporting to the Executive Director of Business Intelligence, the Data Engineer will move data from our Data Warehouse Systems into downstream databases and data marts for analysis. This is a hybrid position based in our downtown Los Angeles office (USC Tower). USC values diversity and is committed to equal opportunity in employment. USC University Advancement is committed to fostering a diverse, equitable, and inclusive culture in which all advancement staff and our stakeholders have the opportunity to connect, belong, and grow while supporting the USC’s mission, values, and goals. To apply, please include a resume and cover letter. The annual base salary range for this position is $96,739.35 - $110,000. When extending an offer of employment, the University of Southern California considers factors such as (but not limited to) the scope and responsibilities of the position, the candidate’s work experience, education/training, key skills, internal peer equity, federal, state, and local laws, contractual stipulations, grant funding, as well as external market and organizational considerations. USC has excellent benefits, including health benefits for staff & their family with access to the renowned university medical network; retirement plans with employer contributions once you meet Program’s eligibility; tuition benefits for staff & their family; central Los Angeles location with easy access to commuter trains, buses & free tram pick up services. The University of Southern California values diversity and is committed to equal opportunity in employment.",1880,,,,,Data Warehouse Systems,"Los Angeles, downtown Los Angeles, Los Angeles location","USC, USC University Advancement, USC",,,,"Executive Director, Data Engineer",,"The University of Southern California, USC University Advancement, University of Southern California, University of Southern California"
Data Engineer,https://indeed.com/viewjob?jk=900452aadf8e77ab,Senior Data Engineer,"Rocky Brands, Inc.",,Estimated $89.6K - $113K a year,Full-time,,,,,,,,,,,,,,,
Data Engineer,https://indeed.com/viewjob?jk=3275fd7f0884afe4,Senior Data Engineer,Salt River Project,Hybrid remote,Estimated $89.6K - $113K a year,Full-time,,,,,,,,,,,,,,,
